date,prname,pruid,numtests_total,numtests_weekly,avgnumtests_last7,avgratetests_last7,avgpositivity_last7,ratetests_total,update
2020-06-15,Nunavut,62,859,,10.9,27.6,0,21800.4,1
2020-06-15,Canada,1,2313197,,42481,111.1,1.2,60481.9,
2020-06-16,British Columbia,59,172805,,1611.4,30.9,0.97,33137.4,1
2020-06-16,Alberta,48,356717,,7138.6,160.7,0.6,80289.6,1
2020-06-16,Saskatchewan,47,56301,,585.9,49.7,0.88,47719,1
2020-06-16,Manitoba,46,55791,,654.7,47.3,0.11,40318.3,1
2020-06-16,Ontario,35,924975,,24441.4,164.9,1.27,62387.5,1
2020-06-16,Quebec,24,654786,,7161.7,83.2,1.65,76098.1,1
2020-06-16,Newfoundland and Labrador,10,22137,,269.1,51.7,0,42525.9,1
2020-06-16,New Brunswick,13,39048,,497.7,63.1,0.57,49476.4,1
2020-06-16,Nova Scotia,12,60747,,607.4,61.2,0.02,61233.5,1
2020-06-16,Prince Edward Island,11,9174,,168.9,102.8,0,55830.8,1
2020-06-16,Yukon,60,1315,,4.4,10.3,0,30591.4,1
2020-06-16,Northwest Territories,61,2422,,14.1,31.1,0,53226.1,1
2020-06-16,Nunavut,62,882,,13.3,33.7,0,22384.1,1
2020-06-16,Canada,1,2357176,,43168.7,112.9,1.15,61631.8,
2020-06-17,British Columbia,59,174921,,1644.3,31.5,0.89,33543.2,1
2020-06-17,Alberta,48,364538,,7277.3,163.8,0.59,82050,1
2020-06-17,Saskatchewan,47,56920,,569,48.2,1.26,48243.7,1
2020-06-17,Manitoba,46,56630,,669.6,48.4,0.15,40924.6,1
2020-06-17,Ontario,35,950253,,24575.3,165.8,1.2,64092.5,1
2020-06-17,Quebec,24,663600,,7286.9,84.7,1.54,77122.5,1
2020-06-17,Newfoundland and Labrador,10,22465,,280,53.8,0,43156,1
2020-06-17,New Brunswick,13,39462,,492.7,62.4,0.55,50001,1
2020-06-17,Nova Scotia,12,61327,,580.4,58.5,0.02,61818.1,1
2020-06-17,Prince Edward Island,11,9421,,183.4,111.6,0,57334,1
2020-06-17,Yukon,60,1323,,4.6,10.6,0,30777.5,1
2020-06-17,Northwest Territories,61,2426,,13.7,30.1,0,53314,1
2020-06-17,Nunavut,62,889,,12.6,31.9,0,22561.7,1
2020-06-17,Canada,1,2404251,,43589.7,114,1.09,62862.6,
2020-06-18,British Columbia,59,176773,,1635,31.4,0.85,33898.3,1
2020-06-18,Alberta,48,373638,,7366.3,165.8,0.6,84098.2,1
2020-06-18,Saskatchewan,47,57695,,586.1,49.7,1.34,48900.5,1
2020-06-18,Manitoba,46,57271,,645.7,46.7,0.2,41387.8,1
2020-06-18,Ontario,35,977478,,24416.7,164.7,1.15,65928.8,1
2020-06-18,Quebec,24,672654,,7469,86.8,1.43,78174.7,1
2020-06-18,Newfoundland and Labrador,10,22787,,284,54.6,0,43774.6,1
2020-06-18,New Brunswick,13,40143,,515.1,65.3,0.5,50863.8,1
2020-06-18,Nova Scotia,12,61870,,552.3,55.7,0.03,62365.5,1
2020-06-18,Prince Edward Island,11,9544,,168,102.2,0,58082.5,1
2020-06-18,Yukon,60,1328,,3.9,9,0,30893.8,1
2020-06-18,Northwest Territories,61,2431,,10.1,22.3,0,53423.9,1
2020-06-18,Nunavut,62,894,,11,27.9,0,22688.6,1
2020-06-18,Canada,1,2454582,,43663.3,114.2,1.05,64178.6,
2020-06-19,British Columbia,59,178915,,1662.6,31.9,0.75,34309,1
2020-06-19,Alberta,48,381037,,7540,169.7,0.63,85763.5,1
2020-06-19,Saskatchewan,47,58336,,590,50,1.55,49443.8,1
2020-06-19,Manitoba,46,58024,,658.9,47.6,0.2,41932,1
2020-06-19,Ontario,35,1004865,,24406.9,164.6,1.17,67776,1
2020-06-19,Quebec,24,681263,,7415.3,86.2,1.34,79175.2,1
2020-06-19,Newfoundland and Labrador,10,23050,,282.1,54.2,0.05,44279.8,1
2020-06-19,New Brunswick,13,40374,,494.3,62.6,0.43,51156.5,1
2020-06-19,Nova Scotia,12,62342,,497.6,50.2,0,62841.3,1
2020-06-19,Prince Edward Island,11,9748,,178.4,108.6,0,59324,1
2020-06-19,Yukon,60,1331,,3.6,8.3,0,30963.6,1
2020-06-19,Northwest Territories,61,2452,,12.7,27.9,0,53885.4,1
2020-06-19,Nunavut,62,904,,11.7,29.7,0,22942.4,1
2020-06-19,Canada,1,2502717,,43754,114.4,1.04,65437.2,
2020-06-20,British Columbia,59,180614,11563,1651.9,31.7,0.69,34634.9,1
2020-06-20,Alberta,48,389361,53439,7634.1,171.8,0.6,87637.1,1
2020-06-20,Saskatchewan,47,59144,4404,629.1,53.3,1.88,50128.7,1
2020-06-20,Manitoba,46,58897,4791,684.4,49.5,0.19,42562.9,1
2020-06-20,Ontario,35,1028273,170978,24425.4,164.7,1.18,69354.8,1
2020-06-20,Quebec,24,688809,52560,7508.6,87.3,1.29,80052.2,1
2020-06-20,Newfoundland and Labrador,10,23486,2127,303.9,58.4,0.05,45117.4,1
2020-06-20,New Brunswick,13,40582,3187,455.3,57.7,0.38,51420.1,1
2020-06-20,Nova Scotia,12,62623,3193,456.1,46,0,63124.5,1
2020-06-20,Prince Edward Island,11,9905,1140,162.9,99.1,0,60279.5,1
2020-06-20,Yukon,60,1338,31,4.4,10.3,0,31126.4,1
2020-06-20,Northwest Territories,61,2478,97,13.9,30.5,0,54456.8,1
2020-06-20,Nunavut,62,928,91,13,33,0,23551.5,1
2020-06-20,Canada,1,2546514,307601,43943,114.9,1.04,66582.3,
2020-06-21,British Columbia,59,181983,,1668,32,0.72,34897.4,1
2020-06-21,Alberta,48,396256,,7553.6,170,0.57,89189,1
2020-06-21,Saskatchewan,47,59864,,651,55.2,1.54,50738.9,1
2020-06-21,Manitoba,46,59298,,620.6,44.8,0.21,42852.7,1
2020-06-21,Ontario,35,1050173,,24446.7,164.9,1.24,70831.9,1
2020-06-21,Quebec,24,693800,,7553.7,87.8,1.27,80632.3,1
2020-06-21,Newfoundland and Labrador,10,23691,,309,59.4,0.05,45511.2,1
2020-06-21,New Brunswick,13,40754,,437,55.4,0.39,51638,1
2020-06-21,Nova Scotia,12,62978,,441.7,44.5,0,63482.4,1
2020-06-21,Prince Edward Island,11,10068,,169.3,103,0,61271.4,1
2020-06-21,Yukon,60,1338,,4.4,10.3,0,31126.4,1
2020-06-21,Northwest Territories,61,2494,,13.1,28.9,0,54808.4,1
2020-06-21,Nunavut,62,948,,15.9,40.2,0,24059.1,1
2020-06-21,Canada,1,2583721,,43884,114.7,1.07,67555.1,
2020-06-22,British Columbia,59,183102,,1693.1,32.5,0.71,35112,1
2020-06-22,Alberta,48,402798,,7578.7,170.6,0.57,90661.5,1
2020-06-22,Saskatchewan,47,60310,,644.4,54.6,1.82,51116.9,1
2020-06-22,Manitoba,46,59894,,670.4,48.4,0.21,43283.4,1
2020-06-22,Ontario,35,1066362,,23656,159.6,1.25,71923.8,1
2020-06-22,Quebec,24,698824,,7509,87.3,1.23,81216.2,1
2020-06-22,Newfoundland and Labrador,10,24051,,326.4,62.7,0.04,46202.8,1
2020-06-22,New Brunswick,13,41265,,396.9,50.3,0.36,52285.5,1
2020-06-22,Nova Scotia,12,63285,,434.9,43.8,0,63791.8,1
2020-06-22,Prince Edward Island,11,10167,,165.6,100.8,0,61873.9,1
2020-06-22,Yukon,60,1339,,3.4,8,0,31149.7,1
2020-06-22,Northwest Territories,61,2530,,16.1,35.5,0,55599.5,1
2020-06-22,Nunavut,62,966,,15.3,38.8,0,24515.9,1
2020-06-22,Canada,1,2614969,,43110.3,112.7,1.06,68372.2,
2020-06-23,British Columbia,59,184775,,1710,32.8,0.68,35432.8,1
2020-06-23,Alberta,48,409316,,7514.1,169.1,0.59,92128.5,1
2020-06-23,Saskatchewan,47,60940,,662.7,56.2,1.66,51650.9,1
2020-06-23,Manitoba,46,60619,,689.7,49.8,0.17,43807.3,1
2020-06-23,Ontario,35,1089569,,23513.4,158.6,1.28,73489.1,1
2020-06-23,Quebec,24,706688,,7414.6,86.2,1.2,82130.1,1
2020-06-23,Newfoundland and Labrador,10,24393,,322.3,61.9,0.04,46859.8,1
2020-06-23,New Brunswick,13,41514,,352.3,44.6,0.41,52601,1
2020-06-23,Nova Scotia,12,63618,,410.1,41.3,0,64127.5,1
2020-06-23,Prince Edward Island,11,10284,,158.6,96.5,0,62586,1
2020-06-23,Yukon,60,1339,,3.4,8,0,31149.7,1
2020-06-23,Northwest Territories,61,2530,,15.4,33.9,0,55599.5,1
2020-06-23,Nunavut,62,977,,13.6,34.4,0,24795.1,1
2020-06-23,Canada,1,2656638,,42780.3,111.9,1.08,69461.7,
2020-06-24,British Columbia,59,187046,,1732.1,33.2,0.73,35868.3,1
2020-06-24,Alberta,48,415683,,7306.4,164.5,0.57,93561.6,1
2020-06-24,Saskatchewan,47,61519,,657,55.7,1.39,52141.6,1
2020-06-24,Manitoba,46,61215,,655,47.3,0.11,44238,1
2020-06-24,Ontario,35,1117080,,23832.4,160.7,1.25,75344.6,1
2020-06-24,Quebec,24,714786,,7312.3,85,1.15,83071.2,1
2020-06-24,Newfoundland and Labrador,10,24826,,337.3,64.8,0.04,47691.6,1
2020-06-24,New Brunswick,13,41970,,358.3,45.4,0.32,53178.8,1
2020-06-24,Nova Scotia,12,64305,,425.4,42.9,0,64820,1
2020-06-24,Prince Edward Island,11,10435,,144.9,88.2,0,63504.9,1
2020-06-24,Yukon,60,1345,,3.1,7.3,0,31289.3,1
2020-06-24,Northwest Territories,61,2539,,16.1,35.5,0,55797.3,1
2020-06-24,Nunavut,62,987,,14,35.5,0,25048.9,1
2020-06-24,Canada,1,2703812,,42794.4,111.9,1.04,70695.1,
2020-06-25,British Columbia,59,189127,,1764.9,33.8,0.81,36267.3,1
2020-06-25,Alberta,48,422317,,6954.1,156.5,0.57,95054.8,1
2020-06-25,Saskatchewan,47,62200,,643.6,54.5,1.55,52718.8,1
2020-06-25,Manitoba,46,62157,,698,50.4,0.12,44918.8,1
2020-06-25,Ontario,35,1147860,,24340.3,164.2,1.25,77420.7,1
2020-06-25,Quebec,24,721147,,6927.6,80.5,1.14,83810.5,1
2020-06-25,Newfoundland and Labrador,10,25149,,337.4,64.8,0.04,48312.1,1
2020-06-25,New Brunswick,13,42359,,316.6,40.1,0.27,53671.6,1
2020-06-25,Nova Scotia,12,64773,,414.7,41.8,0,65291.7,1
2020-06-25,Prince Edward Island,11,10553,,144.1,87.7,0,64223,1
2020-06-25,Yukon,60,1345,,2.4,5.6,0,31289.3,1
2020-06-25,Northwest Territories,61,2558,,18.1,39.9,0,56214.8,1
2020-06-25,Nunavut,62,991,,13.9,35.2,0,25150.4,1
2020-06-25,Canada,1,2752612,,42575.7,111.3,1.05,71971,
2020-06-26,British Columbia,59,190811,,1699.4,32.6,0.83,36590.2,1
2020-06-26,Alberta,48,428713,,6810.9,153.3,0.63,96494.4,1
2020-06-26,Saskatchewan,47,63245,,701.3,59.4,1.36,53604.5,1
2020-06-26,Manitoba,46,62957,,704.7,50.9,0.14,45496.9,1
2020-06-26,Ontario,35,1181352,,25212.4,170.1,1.3,79679.6,1
2020-06-26,Quebec,24,730113,,6978.6,81.1,1.06,84852.5,1
2020-06-26,Newfoundland and Labrador,10,25313,,323.3,62.1,0,48627.1,1
2020-06-26,New Brunswick,13,42676,,328.9,41.7,0.26,54073.3,1
2020-06-26,Nova Scotia,12,65159,,402.4,40.6,0,65680.8,1
2020-06-26,Prince Edward Island,11,10840,,156,94.9,0,65969.6,1
2020-06-26,Yukon,60,1354,,3.3,7.6,0,31498.6,1
2020-06-26,Northwest Territories,61,2559,,15.3,33.6,0,56236.8,1
2020-06-26,Nunavut,62,1008,,14.9,37.7,0,25581.8,1
2020-06-26,Canada,1,2806176,,43351.3,113.3,1.08,73371.5,
2020-06-27,British Columbia,59,192563,11949,1707,32.7,0.86,36926.2,1
2020-06-27,Alberta,48,435222,45861,6551.6,147.5,0.67,97959.5,1
2020-06-27,Saskatchewan,47,63884,4740,677.1,57.4,1.03,54146.1,1
2020-06-27,Manitoba,46,64003,5106,729.4,52.7,0.18,46252.8,1
2020-06-27,Ontario,35,1209985,181712,25958.9,175.1,1.24,81610.9,1
2020-06-27,Quebec,24,737843,49034,7004.9,81.4,1.03,85750.9,1
2020-06-27,Newfoundland and Labrador,10,25739,2253,321.9,61.8,0,49445.5,1
2020-06-27,New Brunswick,13,42851,2269,324.1,41.1,0.31,54295,1
2020-06-27,Nova Scotia,12,65540,2917,416.7,42,0,66064.9,1
2020-06-27,Prince Edward Island,11,11309,1404,200.6,122.1,0,68823.9,1
2020-06-27,Yukon,60,1363,25,3.6,8.3,0,31708,1
2020-06-27,Northwest Territories,61,2566,88,12.6,27.6,0,56390.6,1
2020-06-27,Nunavut,62,1008,80,11.4,29,0,25581.8,1
2020-06-27,Canada,1,2853952,307438,43919.7,114.8,1.05,74620.7,
2020-06-28,British Columbia,59,193729,,1678,32.2,0.83,37149.8,1
2020-06-28,Alberta,48,442219,,6566.1,147.8,0.75,99534.3,1
2020-06-28,Saskatchewan,47,64580,,673.7,57.1,0.95,54736,1
2020-06-28,Manitoba,46,64492,,742,53.6,0.19,46606.2,1
2020-06-28,Ontario,35,1237112,,26705.6,180.1,1.14,83440.5,1
2020-06-28,Quebec,24,743516,,7102.3,82.5,0.97,86410.2,1
2020-06-28,Newfoundland and Labrador,10,25910,,317,60.9,0,49774,1
2020-06-28,New Brunswick,13,43070,,330.9,41.9,0.22,54572.5,1
2020-06-28,Nova Scotia,12,65795,,402.4,40.6,0.04,66321.9,1
2020-06-28,Prince Edward Island,11,11419,,193,117.5,0,69493.3,1
2020-06-28,Yukon,60,1366,,4,9.3,0,31777.8,1
2020-06-28,Northwest Territories,61,2581,,12.4,27.3,0,56720.3,1
2020-06-28,Nunavut,62,1013,,9.3,23.6,0,25708.7,1
2020-06-28,Canada,1,2896878,,44736.7,117,0.99,75743.1,
2020-06-29,British Columbia,59,195065,,1709,32.8,0.84,37406,1
2020-06-29,Alberta,48,449418,,6660,149.9,0.75,101154.7,1
2020-06-29,Saskatchewan,47,65024,,673.4,57.1,0.87,55112.4,1
2020-06-29,Manitoba,46,64745,,693,50.1,0.19,46789,1
2020-06-29,Ontario,35,1260871,,27787,187.4,1.11,85043,1
2020-06-29,Quebec,24,749218,,7199.1,83.7,0.89,87072.9,1
2020-06-29,Newfoundland and Labrador,10,26146,,299.3,57.5,0,50227.4,1
2020-06-29,New Brunswick,13,43342,,296.7,37.6,0.24,54917.2,1
2020-06-29,Nova Scotia,12,65998,,387.6,39.1,0.07,66526.6,1
2020-06-29,Prince Edward Island,11,11570,,200.4,122,0,70412.2,1
2020-06-29,Yukon,60,1368,,4.1,9.6,0,31824.3,1
2020-06-29,Northwest Territories,61,2587,,8.1,17.9,0,56852.1,1
2020-06-29,Nunavut,62,1042,,10.9,27.6,0,26444.7,1
2020-06-29,Canada,1,2936470,,45928.7,120.1,0.97,76778.3,
2020-06-30,British Columbia,59,196771,,1713.7,32.9,0.81,37733.1,1
2020-06-30,Alberta,48,456370,,6722,151.3,0.72,102719.4,1
2020-06-30,Saskatchewan,47,65638,,671.1,56.9,0.92,55632.8,1
2020-06-30,Manitoba,46,65252,,661.9,47.8,0.19,47155.4,1
2020-06-30,Ontario,35,1286927,,28194,190.2,1.04,86800.4,1
2020-06-30,Quebec,24,757542,,7264.9,84.4,0.9,88040.3,1
2020-06-30,Newfoundland and Labrador,10,26528,,305,58.6,0,50961.2,1
2020-06-30,New Brunswick,13,43531,,288.1,36.5,0.3,55156.6,1
2020-06-30,Nova Scotia,12,66392,,396.3,39.9,0.11,66923.7,1
2020-06-30,Prince Edward Island,11,11677,,199,121.1,0,71063.4,1
2020-06-30,Yukon,60,1368,,4.1,9.6,0,31824.3,1
2020-06-30,Northwest Territories,61,2602,,10.3,22.6,0,57181.8,1
2020-06-30,Nunavut,62,1060,,11.9,30.1,0,26901.5,1
2020-06-30,Canada,1,2981734,,46442.3,121.4,0.93,77961.8,
2020-07-01,British Columbia,59,198490,,1634.9,31.4,0.82,38062.8,1
2020-07-01,Alberta,48,464045,,6908.9,155.5,0.78,104446.9,1
2020-07-01,Saskatchewan,47,66327,,686.9,58.2,0.92,56216.8,1
2020-07-01,Manitoba,46,65764,,649.9,47,0.2,47525.4,1
2020-07-01,Ontario,35,1311249,,27738.4,187.1,1.03,88440.9,1
2020-07-01,Quebec,24,765782,,7285.1,84.7,0.9,88997.9,1
2020-07-01,Newfoundland and Labrador,10,27016,,312.9,60.1,0,51898.7,1
2020-07-01,New Brunswick,13,43769,,257,32.6,0.39,55458.2,1
2020-07-01,Nova Scotia,12,66681,,339.4,34.2,0.17,67215,1
2020-07-01,Prince Edward Island,11,12000,,223.6,136.1,0,73029.1,1
2020-07-01,Yukon,60,1372,,3.9,9,0,31917.4,1
2020-07-01,Northwest Territories,61,2619,,11.4,25.1,0,57555.4,1
2020-07-01,Nunavut,62,1060,,10.4,26.5,0,26901.5,1
2020-07-01,Canada,1,3026250,,46062.6,120.4,0.93,79125.7,
2020-07-02,British Columbia,59,200086,,1565.6,30,0.76,38368.8,1
2020-07-02,Alberta,48,470784,,6923.9,155.8,0.83,105963.7,1
2020-07-02,Saskatchewan,47,66875,,667.9,56.6,0.64,56681.2,1
2020-07-02,Manitoba,46,66405,,606.9,43.9,0.12,47988.6,1
2020-07-02,Ontario,35,1335443,,26797.6,180.7,0.99,90072.7,1
2020-07-02,Quebec,24,772428,,7325.9,85.1,0.9,89770.3,1
2020-07-02,Newfoundland and Labrador,10,27178,,289.9,55.7,0,52209.9,1
2020-07-02,New Brunswick,13,44062,,243.3,30.8,0.41,55829.5,1
2020-07-02,Nova Scotia,12,67054,,325.9,32.8,0.18,67591,1
2020-07-02,Prince Edward Island,11,12115,,223.1,135.8,0,73729,1
2020-07-02,Yukon,60,1377,,4.6,10.6,0,32033.7,1
2020-07-02,Northwest Territories,61,2633,,10.7,23.5,0,57863,1
2020-07-02,Nunavut,62,1074,,11.9,30.1,0,27256.8,1
2020-07-02,Canada,1,3067590,,44996.9,117.7,0.9,80206.6,
2020-07-03,British Columbia,59,202146,,1619.3,31.1,0.74,38763.9,1
2020-07-03,Alberta,48,476744,,6861.6,154.4,0.75,107305.2,1
2020-07-03,Saskatchewan,47,67549,,614.9,52.1,0.58,57252.5,1
2020-07-03,Manitoba,46,66700,,534.7,38.6,0.08,48201.8,1
2020-07-03,Ontario,35,1356868,,25073.7,169.1,0.92,91517.8,1
2020-07-03,Quebec,24,780262,,7164.1,83.3,0.97,90680.7,1
2020-07-03,Newfoundland and Labrador,10,27412,,299.9,57.6,0,52659.4,1
2020-07-03,New Brunswick,13,44264,,226.9,28.7,0.38,56085.4,1
2020-07-03,Nova Scotia,12,67412,,321.9,32.4,0.18,67951.9,1
2020-07-03,Prince Edward Island,11,12302,,208.9,127.1,0,74867,1
2020-07-03,Yukon,60,1379,,3.6,8.3,0,32080.2,1
2020-07-03,Northwest Territories,61,2649,,12.9,28.3,0,58214.7,1
2020-07-03,Nunavut,62,1079,,10.1,25.7,0,27383.7,1
2020-07-03,Canada,1,3106842,,42952.3,112.3,0.86,81232.9,
2020-07-04,British Columbia,59,204238,11675,1667.9,32,0.76,39165,1
2020-07-04,Alberta,48,482289,47067,6723.9,151.3,0.79,108553.3,1
2020-07-04,Saskatchewan,47,68267,4383,626.1,53.1,0.59,57861,1
2020-07-04,Manitoba,46,67388,3385,483.6,34.9,0.03,48699,1
2020-07-04,Ontario,35,1380660,170675,24382.1,164.5,0.9,93122.5,1
2020-07-04,Quebec,24,786543,48700,6957.1,80.9,1.03,91410.7,1
2020-07-04,Newfoundland and Labrador,10,27855,2116,302.3,58.1,0,53510.4,1
2020-07-04,New Brunswick,13,44487,1636,233.7,29.6,0.31,56368,1
2020-07-04,Nova Scotia,12,67853,2313,330.4,33.3,0.17,68396.4,1
2020-07-04,Prince Edward Island,11,12626,1317,188.1,114.5,0.23,76838.8,1
2020-07-04,Yukon,60,1385,22,3.1,7.3,0,32219.8,1
2020-07-04,Northwest Territories,61,2663,97,13.9,30.5,0,58522.3,1
2020-07-04,Nunavut,62,1099,91,13,33,0,27891.3,1
2020-07-04,Canada,1,3147429,293477,41925.3,109.6,0.86,82294.1,
2020-07-05,British Columbia,59,205657,,1704,32.7,0.73,39437.1,1
2020-07-05,Alberta,48,487891,,6524.6,146.9,0.79,109814.2,1
2020-07-05,Saskatchewan,47,68974,,627.7,53.2,0.64,58460.3,1
2020-07-05,Manitoba,46,68186,,527.7,38.1,0,49275.7,1
2020-07-05,Ontario,35,1397963,,22978.7,155,0.87,94289.6,1
2020-07-05,Quebec,24,791875,,6908.4,80.3,1.04,92030.4,1
2020-07-05,Newfoundland and Labrador,10,28071,,308.7,59.3,0,53925.3,1
2020-07-05,New Brunswick,13,44742,,238.9,30.3,0.3,56691.1,1
2020-07-05,Nova Scotia,12,68031,,319.4,32.2,0.18,68575.8,1
2020-07-05,Prince Edward Island,11,12932,,216.1,131.5,0.33,78701.1,1
2020-07-05,Yukon,60,1388,,3.1,7.3,0,32289.6,1
2020-07-05,Northwest Territories,61,2672,,13,28.6,0,58720.1,1
2020-07-05,Nunavut,62,1099,,12.3,31.2,0,27891.3,1
2020-07-05,Canada,1,3179557,,40382.7,105.6,0.85,83134.1,
2020-07-06,British Columbia,59,207004,,1705.6,32.7,0.75,39695.4,1
2020-07-06,Alberta,48,493905,,6355.3,143,0.81,111167.8,1
2020-07-06,Saskatchewan,47,69378,,622,52.7,0.55,58802.7,1
2020-07-06,Manitoba,46,68477,,533.1,38.5,0,49486,1
2020-07-06,Ontario,35,1413075,,21743.4,146.7,0.85,95308.8,1
2020-07-06,Quebec,24,798378,,7022.9,81.6,1.09,92786.2,1
2020-07-06,Newfoundland and Labrador,10,28377,,318.7,61.2,0,54513.2,1
2020-07-06,New Brunswick,13,45101,,251.3,31.8,0.23,57145.9,1
2020-07-06,Nova Scotia,12,68322,,332,33.5,0.13,68869.2,1
2020-07-06,Prince Edward Island,11,13177,,229.6,139.7,0.31,80192.1,1
2020-07-06,Yukon,60,1391,,3.3,7.6,0,32359.4,1
2020-07-06,Northwest Territories,61,2681,,13.4,29.5,0,58917.9,1
2020-07-06,Nunavut,62,1107,,9.3,23.6,0,28094.3,1
2020-07-06,Canada,1,3210449,,39139.9,102.3,0.85,83941.8,
2020-07-07,British Columbia,59,208834,,1723.3,33,0.78,40046.4,1
2020-07-07,Alberta,48,500173,,6257.6,140.8,0.84,112578.6,1
2020-07-07,Saskatchewan,47,69959,,617.3,52.3,0.44,59295.1,1
2020-07-07,Manitoba,46,69143,,555.9,40.2,0,49967.3,1
2020-07-07,Ontario,35,1435907,,21282.9,143.5,0.87,96848.8,1
2020-07-07,Quebec,24,806828,,7040.9,81.8,1.13,93768.2,1
2020-07-07,Newfoundland and Labrador,10,28825,,328.1,63,0,55373.8,1
2020-07-07,New Brunswick,13,45400,,267,33.8,0.27,57524.8,1
2020-07-07,Nova Scotia,12,68798,,343.7,34.6,0.12,69349,1
2020-07-07,Prince Edward Island,11,13350,,239,145.4,0.3,81244.9,1
2020-07-07,Yukon,60,1391,,3.3,7.6,0,32359.4,1
2020-07-07,Northwest Territories,61,2711,,15.6,34.2,0,59577.2,1
2020-07-07,Nunavut,62,1113,,7.6,19.2,0,28246.6,1
2020-07-07,Canada,1,3252508,,38682,101.1,0.87,85041.5,
2020-07-08,British Columbia,59,211190,,1814.3,34.8,0.82,40498.2,1
2020-07-08,Alberta,48,507143,,6156.9,138.6,0.81,114147.4,1
2020-07-08,Saskatchewan,47,70841,,644.9,54.7,0.4,60042.7,1
2020-07-08,Manitoba,46,69540,,539.4,39,0.03,50254.2,1
2020-07-08,Ontario,35,1462233,,21569.1,145.5,0.87,98624.4,1
2020-07-08,Quebec,24,817182,,7342.9,85.3,1.16,94971.5,1
2020-07-08,Newfoundland and Labrador,10,29275,,322.7,62,0,56238.3,1
2020-07-08,New Brunswick,13,45721,,278.9,35.3,0.26,57931.5,1
2020-07-08,Nova Scotia,12,69196,,359.3,36.2,0.08,69750.2,1
2020-07-08,Prince Edward Island,11,13650,,235.7,143.5,0.3,83070.6,1
2020-07-08,Yukon,60,1407,,5,11.6,0,32731.6,1
2020-07-08,Northwest Territories,61,2738,,17,37.4,0,60170.5,1
2020-07-08,Nunavut,62,1113,,7.6,19.2,0,28246.6,1
2020-07-08,Canada,1,3301305,,39293.6,102.7,0.87,86317.4,
2020-07-09,British Columbia,59,213749,,1951.9,37.4,0.86,40988.9,1
2020-07-09,Alberta,48,514947,,6309,142,0.82,115903.9,1
2020-07-09,Saskatchewan,47,71644,,681.3,57.7,0.42,60723.3,1
2020-07-09,Manitoba,46,70472,,581,42,0.02,50927.7,1
2020-07-09,Ontario,35,1489717,,22039.1,148.6,0.85,100478.2,1
2020-07-09,Quebec,24,828759,,8047.3,93.5,1.15,96317,1
2020-07-09,Newfoundland and Labrador,10,29688,,358.6,68.9,0,57031.7,1
2020-07-09,New Brunswick,13,46125,,294.7,37.3,0.19,58443.4,1
2020-07-09,Nova Scotia,12,69776,,388.9,39.2,0.07,70334.8,1
2020-07-09,Prince Edward Island,11,13923,,258.3,157.2,0.33,84732,1
2020-07-09,Yukon,60,1414,,5.3,12.3,0,32894.4,1
2020-07-09,Northwest Territories,61,2752,,17,37.4,0,60478.2,1
2020-07-09,Nunavut,62,1124,,7.1,18.1,0,28525.7,1
2020-07-09,Canada,1,3354166,,40939.4,107,0.86,87699.5,
2020-07-10,British Columbia,59,216461,,2045,39.2,0.9,41508.9,1
2020-07-10,Alberta,48,522475,,6533,147,0.86,117598.3,1
2020-07-10,Saskatchewan,47,72528,,711.3,60.3,0.52,61472.5,1
2020-07-10,Manitoba,46,71271,,653,47.2,0.02,51505.1,1
2020-07-10,Ontario,35,1519239,,23195.9,156.5,0.8,102469.4,1
2020-07-10,Quebec,24,839466,,8457.7,98.3,1.11,97561.3,1
2020-07-10,Newfoundland and Labrador,10,30021,,372.7,71.6,0.04,57671.4,1
2020-07-10,New Brunswick,13,46405,,305.9,38.8,0.19,58798.2,1
2020-07-10,Nova Scotia,12,70297,,412.1,41.5,0.07,70860,1
2020-07-10,Prince Edward Island,11,14130,,261.1,158.9,0.33,85991.8,1
2020-07-10,Yukon,60,1419,,5.7,13.3,0,33010.7,1
2020-07-10,Northwest Territories,61,2771,,17.4,38.3,0,60895.7,1
2020-07-10,Nunavut,62,1138,,8.4,21.4,0,28881,1
2020-07-10,Canada,1,3407697,,42979.3,112.4,0.84,89099.2,
2020-07-11,British Columbia,59,218917,14679,2097,40.2,0.95,41979.9,1
2020-07-11,Alberta,48,532478,50189,7169.9,161.4,0.88,119849.8,1
2020-07-11,Saskatchewan,47,73490,5223,746.1,63.2,0.69,62287.9,1
2020-07-11,Manitoba,46,72374,4986,712.3,51.5,0.02,52302.2,1
2020-07-11,Ontario,35,1544965,164305,23472.1,158.3,0.79,104204.5,1
2020-07-11,Quebec,24,849460,62917,8988.1,104.5,1.07,98722.8,1
2020-07-11,Newfoundland and Labrador,10,30514,2659,379.9,73,0.04,58618.4,1
2020-07-11,New Brunswick,13,46589,2102,300.3,38,0.19,59031.3,1
2020-07-11,Nova Scotia,12,70679,2826,403.7,40.7,0.07,71245,1
2020-07-11,Prince Edward Island,11,14589,1963,280.4,170.7,0.15,88785.2,1
2020-07-11,Yukon,60,1419,34,4.9,11.3,0,33010.7,1
2020-07-11,Northwest Territories,61,2798,135,19.3,42.4,0,61489.1,1
2020-07-11,Nunavut,62,1167,68,9.7,24.7,0,29617,1
2020-07-11,Canada,1,3459515,312086,44583.7,116.6,0.83,90454,
2020-07-12,British Columbia,59,220880,,2174.7,41.7,1.04,42356.3,1
