date,prname,pruid,numtests_total,numtests_weekly,avgnumtests_last7,avgratetests_last7,avgpositivity_last7,ratetests_total,update
2020-01-01,British Columbia,59,0,,,,,0,1
2020-01-01,Alberta,48,0,,,,,0,1
2020-01-01,Saskatchewan,47,0,,,,,0,1
2020-01-01,Manitoba,46,0,,,,,0,1
2020-01-01,Ontario,35,0,,,,,0,1
2020-01-01,Quebec,24,0,,,,,0,1
2020-01-01,Newfoundland and Labrador,10,0,,,,,0,1
2020-01-01,New Brunswick,13,0,,,,,0,1
2020-01-01,Nova Scotia,12,0,,,,,0,1
2020-01-01,Prince Edward Island,11,0,,,,,0,1
2020-01-01,Yukon,60,0,,,,,0,1
2020-01-01,Northwest Territories,61,0,,,,,0,1
2020-01-01,Nunavut,62,0,,,,,0,1
2020-01-01,Canada,1,76,,,,,2,
2020-01-02,British Columbia,59,0,,,,,0,1
2020-01-02,Alberta,48,0,,,,,0,1
2020-01-02,Saskatchewan,47,0,,,,,0,1
2020-01-02,Manitoba,46,0,,,,,0,1
2020-01-02,Ontario,35,0,,,,,0,1
2020-01-02,Quebec,24,0,,,,,0,1
2020-01-02,Newfoundland and Labrador,10,0,,,,,0,1
2020-01-02,New Brunswick,13,0,,,,,0,1
2020-01-02,Nova Scotia,12,0,,,,,0,1
2020-01-02,Prince Edward Island,11,0,,,,,0,1
2020-01-02,Yukon,60,0,,,,,0,1
2020-01-02,Northwest Territories,61,0,,,,,0,1
2020-01-02,Nunavut,62,0,,,,,0,1
2020-01-02,Canada,1,76,,,,,2,
2020-01-03,British Columbia,59,0,,,,,0,1
2020-01-03,Alberta,48,0,,,,,0,1
2020-01-03,Saskatchewan,47,0,,,,,0,1
2020-01-03,Manitoba,46,0,,,,,0,1
2020-01-03,Ontario,35,0,,,,,0,1
2020-01-03,Quebec,24,0,,,,,0,1
2020-01-03,Newfoundland and Labrador,10,0,,,,,0,1
2020-01-03,New Brunswick,13,0,,,,,0,1
2020-01-03,Nova Scotia,12,0,,,,,0,1
2020-01-03,Prince Edward Island,11,0,,,,,0,1
2020-01-03,Yukon,60,0,,,,,0,1
2020-01-03,Northwest Territories,61,0,,,,,0,1
2020-01-03,Nunavut,62,0,,,,,0,1
2020-01-03,Canada,1,76,,,,,2,
2020-01-04,British Columbia,59,0,0,,,,0,1
2020-01-04,Alberta,48,1,1,,,,0.2,1
2020-01-04,Saskatchewan,47,0,0,,,,0,1
2020-01-04,Manitoba,46,0,0,,,,0,1
2020-01-04,Ontario,35,0,0,,,,0,1
2020-01-04,Quebec,24,0,0,,,,0,1
2020-01-04,Newfoundland and Labrador,10,0,0,,,,0,1
2020-01-04,New Brunswick,13,0,0,,,,0,1
2020-01-04,Nova Scotia,12,0,0,,,,0,1
2020-01-04,Prince Edward Island,11,0,0,,,,0,1
2020-01-04,Yukon,60,0,0,,,,0,1
2020-01-04,Northwest Territories,61,0,0,,,,0,1
2020-01-04,Nunavut,62,0,0,,,,0,1
2020-01-04,Canada,1,77,1,,,,2,
2020-01-05,British Columbia,59,0,,,,,0,1
2020-01-05,Alberta,48,1,,,,,0.2,1
2020-01-05,Saskatchewan,47,0,,,,,0,1
2020-01-05,Manitoba,46,0,,,,,0,1
2020-01-05,Ontario,35,0,,,,,0,1
2020-01-05,Quebec,24,0,,,,,0,1
2020-01-05,Newfoundland and Labrador,10,0,,,,,0,1
2020-01-05,New Brunswick,13,0,,,,,0,1
2020-01-05,Nova Scotia,12,0,,,,,0,1
2020-01-05,Prince Edward Island,11,0,,,,,0,1
2020-01-05,Yukon,60,0,,,,,0,1
2020-01-05,Northwest Territories,61,0,,,,,0,1
2020-01-05,Nunavut,62,0,,,,,0,1
2020-01-05,Canada,1,77,,,,,2,
2020-01-06,British Columbia,59,0,,,,,0,1
2020-01-06,Alberta,48,1,,,,,0.2,1
2020-01-06,Saskatchewan,47,0,,,,,0,1
2020-01-06,Manitoba,46,0,,,,,0,1
2020-01-06,Ontario,35,0,,,,,0,1
2020-01-06,Quebec,24,0,,,,,0,1
2020-01-06,Newfoundland and Labrador,10,0,,,,,0,1
2020-01-06,New Brunswick,13,0,,,,,0,1
2020-01-06,Nova Scotia,12,0,,,,,0,1
2020-01-06,Prince Edward Island,11,0,,,,,0,1
2020-01-06,Yukon,60,0,,,,,0,1
2020-01-06,Northwest Territories,61,0,,,,,0,1
2020-01-06,Nunavut,62,0,,,,,0,1
2020-01-06,Canada,1,77,,,,,2,
2020-01-07,British Columbia,59,0,,0,0,0,0,1
2020-01-07,Alberta,48,1,,0.1,0,0,0.2,1
2020-01-07,Saskatchewan,47,0,,0,0,0,0,1
2020-01-07,Manitoba,46,0,,0,0,0,0,1
2020-01-07,Ontario,35,0,,0,0,0,0,1
2020-01-07,Quebec,24,0,,0,0,0,0,1
2020-01-07,Newfoundland and Labrador,10,0,,0,0,0,0,1
2020-01-07,New Brunswick,13,0,,0,0,0,0,1
2020-01-07,Nova Scotia,12,0,,0,0,0,0,1
2020-01-07,Prince Edward Island,11,0,,0,0,0,0,1
2020-01-07,Yukon,60,0,,0,0,0,0,1
2020-01-07,Northwest Territories,61,0,,0,0,0,0,1
2020-01-07,Nunavut,62,0,,0,0,0,0,1
2020-01-07,Canada,1,77,,0.1,0,0,2,
2020-01-08,British Columbia,59,0,,0,0,0,0,1
2020-01-08,Alberta,48,1,,0.1,0,0,0.2,1
2020-01-08,Saskatchewan,47,0,,0,0,0,0,1
2020-01-08,Manitoba,46,0,,0,0,0,0,1
2020-01-08,Ontario,35,0,,0,0,0,0,1
2020-01-08,Quebec,24,0,,0,0,0,0,1
2020-01-08,Newfoundland and Labrador,10,0,,0,0,0,0,1
2020-01-08,New Brunswick,13,0,,0,0,0,0,1
2020-01-08,Nova Scotia,12,0,,0,0,0,0,1
2020-01-08,Prince Edward Island,11,0,,0,0,0,0,1
2020-01-08,Yukon,60,0,,0,0,0,0,1
2020-01-08,Northwest Territories,61,0,,0,0,0,0,1
2020-01-08,Nunavut,62,0,,0,0,0,0,1
2020-01-08,Canada,1,77,,0.1,0,0,2,
2020-01-09,British Columbia,59,0,,0,0,0,0,1
2020-01-09,Alberta,48,1,,0.1,0,0,0.2,1
2020-01-09,Saskatchewan,47,0,,0,0,0,0,1
2020-01-09,Manitoba,46,0,,0,0,0,0,1
2020-01-09,Ontario,35,0,,0,0,0,0,1
2020-01-09,Quebec,24,0,,0,0,0,0,1
2020-01-09,Newfoundland and Labrador,10,0,,0,0,0,0,1
2020-01-09,New Brunswick,13,0,,0,0,0,0,1
2020-01-09,Nova Scotia,12,0,,0,0,0,0,1
2020-01-09,Prince Edward Island,11,0,,0,0,0,0,1
2020-01-09,Yukon,60,0,,0,0,0,0,1
2020-01-09,Northwest Territories,61,0,,0,0,0,0,1
2020-01-09,Nunavut,62,0,,0,0,0,0,1
2020-01-09,Canada,1,77,,0.1,0,0,2,
2020-01-10,British Columbia,59,0,,0,0,0,0,1
2020-01-10,Alberta,48,1,,0.1,0,0,0.2,1
2020-01-10,Saskatchewan,47,0,,0,0,0,0,1
2020-01-10,Manitoba,46,0,,0,0,0,0,1
2020-01-10,Ontario,35,0,,0,0,0,0,1
2020-01-10,Quebec,24,0,,0,0,0,0,1
2020-01-10,Newfoundland and Labrador,10,0,,0,0,0,0,1
2020-01-10,New Brunswick,13,0,,0,0,0,0,1
2020-01-10,Nova Scotia,12,0,,0,0,0,0,1
2020-01-10,Prince Edward Island,11,0,,0,0,0,0,1
2020-01-10,Yukon,60,0,,0,0,0,0,1
2020-01-10,Northwest Territories,61,0,,0,0,0,0,1
2020-01-10,Nunavut,62,0,,0,0,0,0,1
2020-01-10,Canada,1,77,,0.1,0,0,2,
2020-01-11,British Columbia,59,0,0,0,0,0,0,1
2020-01-11,Alberta,48,1,0,0,0,0,0.2,1
2020-01-11,Saskatchewan,47,0,0,0,0,0,0,1
2020-01-11,Manitoba,46,0,0,0,0,0,0,1
2020-01-11,Ontario,35,0,0,0,0,0,0,1
2020-01-11,Quebec,24,0,0,0,0,0,0,1
2020-01-11,Newfoundland and Labrador,10,0,0,0,0,0,0,1
2020-01-11,New Brunswick,13,0,0,0,0,0,0,1
2020-01-11,Nova Scotia,12,0,0,0,0,0,0,1
2020-01-11,Prince Edward Island,11,0,0,0,0,0,0,1
2020-01-11,Yukon,60,0,0,0,0,0,0,1
2020-01-11,Northwest Territories,61,0,0,0,0,0,0,1
2020-01-11,Nunavut,62,0,0,0,0,0,0,1
2020-01-11,Canada,1,77,0,0,0,0,2,
2020-01-12,British Columbia,59,0,,0,0,0,0,1
2020-01-12,Alberta,48,1,,0,0,0,0.2,1
2020-01-12,Saskatchewan,47,0,,0,0,0,0,1
2020-01-12,Manitoba,46,0,,0,0,0,0,1
2020-01-12,Ontario,35,0,,0,0,0,0,1
2020-01-12,Quebec,24,0,,0,0,0,0,1
2020-01-12,Newfoundland and Labrador,10,0,,0,0,0,0,1
2020-01-12,New Brunswick,13,0,,0,0,0,0,1
2020-01-12,Nova Scotia,12,0,,0,0,0,0,1
2020-01-12,Prince Edward Island,11,0,,0,0,0,0,1
2020-01-12,Yukon,60,0,,0,0,0,0,1
2020-01-12,Northwest Territories,61,0,,0,0,0,0,1
2020-01-12,Nunavut,62,0,,0,0,0,0,1
2020-01-12,Canada,1,77,,0,0,0,2,
2020-01-13,British Columbia,59,0,,0,0,0,0,1
2020-01-13,Alberta,48,1,,0,0,0,0.2,1
2020-01-13,Saskatchewan,47,0,,0,0,0,0,1
2020-01-13,Manitoba,46,0,,0,0,0,0,1
2020-01-13,Ontario,35,0,,0,0,0,0,1
2020-01-13,Quebec,24,0,,0,0,0,0,1
2020-01-13,Newfoundland and Labrador,10,0,,0,0,0,0,1
2020-01-13,New Brunswick,13,0,,0,0,0,0,1
2020-01-13,Nova Scotia,12,0,,0,0,0,0,1
2020-01-13,Prince Edward Island,11,0,,0,0,0,0,1
2020-01-13,Yukon,60,0,,0,0,0,0,1
2020-01-13,Northwest Territories,61,0,,0,0,0,0,1
2020-01-13,Nunavut,62,0,,0,0,0,0,1
2020-01-13,Canada,1,77,,0,0,0,2,
2020-01-14,British Columbia,59,0,,0,0,0,0,1
2020-01-14,Alberta,48,1,,0,0,0,0.2,1
2020-01-14,Saskatchewan,47,0,,0,0,0,0,1
2020-01-14,Manitoba,46,0,,0,0,0,0,1
2020-01-14,Ontario,35,0,,0,0,0,0,1
2020-01-14,Quebec,24,0,,0,0,0,0,1
2020-01-14,Newfoundland and Labrador,10,0,,0,0,0,0,1
2020-01-14,New Brunswick,13,0,,0,0,0,0,1
2020-01-14,Nova Scotia,12,0,,0,0,0,0,1
2020-01-14,Prince Edward Island,11,0,,0,0,0,0,1
2020-01-14,Yukon,60,0,,0,0,0,0,1
2020-01-14,Northwest Territories,61,0,,0,0,0,0,1
2020-01-14,Nunavut,62,0,,0,0,0,0,1
2020-01-14,Canada,1,77,,0,0,0,2,
2020-01-15,British Columbia,59,0,,0,0,0,0,1
2020-01-15,Alberta,48,1,,0,0,0,0.2,1
2020-01-15,Saskatchewan,47,0,,0,0,0,0,1
2020-01-15,Manitoba,46,0,,0,0,0,0,1
2020-01-15,Ontario,35,0,,0,0,0,0,1
2020-01-15,Quebec,24,0,,0,0,0,0,1
2020-01-15,Newfoundland and Labrador,10,0,,0,0,0,0,1
2020-01-15,New Brunswick,13,0,,0,0,0,0,1
2020-01-15,Nova Scotia,12,0,,0,0,0,0,1
2020-01-15,Prince Edward Island,11,0,,0,0,0,0,1
2020-01-15,Yukon,60,0,,0,0,0,0,1
2020-01-15,Northwest Territories,61,0,,0,0,0,0,1
2020-01-15,Nunavut,62,0,,0,0,0,0,1
2020-01-15,Canada,1,77,,0,0,0,2,
2020-01-16,British Columbia,59,0,,0,0,0,0,1
2020-01-16,Alberta,48,1,,0,0,0,0.2,1
2020-01-16,Saskatchewan,47,0,,0,0,0,0,1
2020-01-16,Manitoba,46,0,,0,0,0,0,1
2020-01-16,Ontario,35,0,,0,0,0,0,1
2020-01-16,Quebec,24,0,,0,0,0,0,1
2020-01-16,Newfoundland and Labrador,10,0,,0,0,0,0,1
2020-01-16,New Brunswick,13,0,,0,0,0,0,1
2020-01-16,Nova Scotia,12,0,,0,0,0,0,1
2020-01-16,Prince Edward Island,11,0,,0,0,0,0,1
2020-01-16,Yukon,60,0,,0,0,0,0,1
2020-01-16,Northwest Territories,61,0,,0,0,0,0,1
2020-01-16,Nunavut,62,0,,0,0,0,0,1
2020-01-16,Canada,1,77,,0,0,0,2,
2020-01-17,British Columbia,59,0,,0,0,0,0,1
2020-01-17,Alberta,48,1,,0,0,0,0.2,1
2020-01-17,Saskatchewan,47,0,,0,0,0,0,1
2020-01-17,Manitoba,46,0,,0,0,0,0,1
2020-01-17,Ontario,35,0,,0,0,0,0,1
2020-01-17,Quebec,24,0,,0,0,0,0,1
2020-01-17,Newfoundland and Labrador,10,0,,0,0,0,0,1
2020-01-17,New Brunswick,13,0,,0,0,0,0,1
2020-01-17,Nova Scotia,12,0,,0,0,0,0,1
2020-01-17,Prince Edward Island,11,0,,0,0,0,0,1
2020-01-17,Yukon,60,0,,0,0,0,0,1
2020-01-17,Northwest Territories,61,0,,0,0,0,0,1
2020-01-17,Nunavut,62,0,,0,0,0,0,1
2020-01-17,Canada,1,77,,0,0,0,2,
2020-01-18,British Columbia,59,0,0,0,0,0,0,1
2020-01-18,Alberta,48,1,0,0,0,0,0.2,1
2020-01-18,Saskatchewan,47,0,0,0,0,0,0,1
2020-01-18,Manitoba,46,0,0,0,0,0,0,1
2020-01-18,Ontario,35,0,0,0,0,0,0,1
2020-01-18,Quebec,24,0,0,0,0,0,0,1
2020-01-18,Newfoundland and Labrador,10,0,0,0,0,0,0,1
2020-01-18,New Brunswick,13,0,0,0,0,0,0,1
2020-01-18,Nova Scotia,12,0,0,0,0,0,0,1
2020-01-18,Prince Edward Island,11,0,0,0,0,0,0,1
2020-01-18,Yukon,60,0,0,0,0,0,0,1
2020-01-18,Northwest Territories,61,0,0,0,0,0,0,1
2020-01-18,Nunavut,62,0,0,0,0,0,0,1
2020-01-18,Canada,1,77,0,0,0,0,2,
2020-01-19,British Columbia,59,0,,0,0,0,0,1
2020-01-19,Alberta,48,1,,0,0,0,0.2,1
2020-01-19,Saskatchewan,47,0,,0,0,0,0,1
2020-01-19,Manitoba,46,0,,0,0,0,0,1
2020-01-19,Ontario,35,0,,0,0,0,0,1
2020-01-19,Quebec,24,0,,0,0,0,0,1
2020-01-19,Newfoundland and Labrador,10,0,,0,0,0,0,1
2020-01-19,New Brunswick,13,0,,0,0,0,0,1
2020-01-19,Nova Scotia,12,0,,0,0,0,0,1
2020-01-19,Prince Edward Island,11,0,,0,0,0,0,1
2020-01-19,Yukon,60,0,,0,0,0,0,1
2020-01-19,Northwest Territories,61,0,,0,0,0,0,1
2020-01-19,Nunavut,62,0,,0,0,0,0,1
2020-01-19,Canada,1,77,,0,0,0,2,
2020-01-20,British Columbia,59,0,,0,0,0,0,1
2020-01-20,Alberta,48,2,,0.1,0,0,0.5,1
2020-01-20,Saskatchewan,47,0,,0,0,0,0,1
2020-01-20,Manitoba,46,0,,0,0,0,0,1
2020-01-20,Ontario,35,0,,0,0,0,0,1
2020-01-20,Quebec,24,0,,0,0,0,0,1
2020-01-20,Newfoundland and Labrador,10,0,,0,0,0,0,1
2020-01-20,New Brunswick,13,0,,0,0,0,0,1
2020-01-20,Nova Scotia,12,0,,0,0,0,0,1
2020-01-20,Prince Edward Island,11,0,,0,0,0,0,1
2020-01-20,Yukon,60,0,,0,0,0,0,1
2020-01-20,Northwest Territories,61,0,,0,0,0,0,1
2020-01-20,Nunavut,62,0,,0,0,0,0,1
2020-01-20,Canada,1,78,,0.1,0,0,2,
2020-01-21,British Columbia,59,0,,0,0,0,0,1
2020-01-21,Alberta,48,3,,0.3,0,0,0.7,1
2020-01-21,Saskatchewan,47,0,,0,0,0,0,1
2020-01-21,Manitoba,46,0,,0,0,0,0,1
2020-01-21,Ontario,35,0,,0,0,0,0,1
2020-01-21,Quebec,24,0,,0,0,0,0,1
2020-01-21,Newfoundland and Labrador,10,0,,0,0,0,0,1
2020-01-21,New Brunswick,13,0,,0,0,0,0,1
2020-01-21,Nova Scotia,12,0,,0,0,0,0,1
2020-01-21,Prince Edward Island,11,0,,0,0,0,0,1
2020-01-21,Yukon,60,0,,0,0,0,0,1
2020-01-21,Northwest Territories,61,0,,0,0,0,0,1
2020-01-21,Nunavut,62,0,,0,0,0,0,1
2020-01-21,Canada,1,79,,0.3,0,0,2.1,
2020-01-22,British Columbia,59,0,,0,0,0,0,1
2020-01-22,Alberta,48,3,,0.3,0,0,0.7,1
2020-01-22,Saskatchewan,47,0,,0,0,0,0,1
2020-01-22,Manitoba,46,0,,0,0,0,0,1
2020-01-22,Ontario,35,0,,0,0,0,0,1
2020-01-22,Quebec,24,0,,0,0,0,0,1
2020-01-22,Newfoundland and Labrador,10,0,,0,0,0,0,1
2020-01-22,New Brunswick,13,0,,0,0,0,0,1
2020-01-22,Nova Scotia,12,0,,0,0,0,0,1
2020-01-22,Prince Edward Island,11,0,,0,0,0,0,1
2020-01-22,Yukon,60,0,,0,0,0,0,1
2020-01-22,Northwest Territories,61,0,,0,0,0,0,1
2020-01-22,Nunavut,62,0,,0,0,0,0,1
2020-01-22,Canada,1,79,,0.3,0,0,2.1,
2020-01-23,British Columbia,59,2,,0.3,0,0,0.4,1
2020-01-23,Alberta,48,6,,0.7,0,0,1.4,1
2020-01-23,Saskatchewan,47,0,,0,0,0,0,1
2020-01-23,Manitoba,46,0,,0,0,0,0,1
2020-01-23,Ontario,35,0,,0,0,0,0,1
2020-01-23,Quebec,24,2,,0.3,0,0,0.2,1
2020-01-23,Newfoundland and Labrador,10,0,,0,0,0,0,1
2020-01-23,New Brunswick,13,0,,0,0,0,0,1
2020-01-23,Nova Scotia,12,0,,0,0,0,0,1
2020-01-23,Prince Edward Island,11,0,,0,0,0,0,1
2020-01-23,Yukon,60,0,,0,0,0,0,1
2020-01-23,Northwest Territories,61,0,,0,0,0,0,1
2020-01-23,Nunavut,62,0,,0,0,0,0,1
2020-01-23,Canada,1,86,,1.3,0,0,2.2,
2020-01-24,British Columbia,59,2,,0.3,0,0,0.4,1
2020-01-24,Alberta,48,10,,1.3,0,0,2.3,1
2020-01-24,Saskatchewan,47,0,,0,0,0,0,1
2020-01-24,Manitoba,46,0,,0,0,0,0,1
2020-01-24,Ontario,35,0,,0,0,0,0,1
2020-01-24,Quebec,24,2,,0.3,0,0,0.2,1
2020-01-24,Newfoundland and Labrador,10,0,,0,0,0,0,1
2020-01-24,New Brunswick,13,0,,0,0,0,0,1
2020-01-24,Nova Scotia,12,0,,0,0,0,0,1
2020-01-24,Prince Edward Island,11,0,,0,0,0,0,1
2020-01-24,Yukon,60,0,,0,0,0,0,1
2020-01-24,Northwest Territories,61,0,,0,0,0,0,1
2020-01-24,Nunavut,62,0,,0,0,0,0,1
2020-01-24,Canada,1,90,,1.9,0,0,2.4,
2020-01-25,British Columbia,59,8,8,1.1,0,0,1.5,1
2020-01-25,Alberta,48,11,10,1.4,0,0,2.5,1
2020-01-25,Saskatchewan,47,0,0,0,0,0,0,1
2020-01-25,Manitoba,46,0,0,0,0,0,0,1
2020-01-25,Ontario,35,0,0,0,0,0,0,1
2020-01-25,Quebec,24,2,2,0.3,0,0,0.2,1
2020-01-25,Newfoundland and Labrador,10,0,0,0,0,0,0,1
2020-01-25,New Brunswick,13,0,0,0,0,0,0,1
2020-01-25,Nova Scotia,12,0,0,0,0,0,0,1
2020-01-25,Prince Edward Island,11,0,0,0,0,0,0,1
2020-01-25,Yukon,60,0,0,0,0,0,0,1
2020-01-25,Northwest Territories,61,1,1,0.1,0.3,0,22,1
2020-01-25,Nunavut,62,0,0,0,0,0,0,1
2020-01-25,Canada,1,98,21,3,0,0,2.6,
2020-01-26,British Columbia,59,28,,4,0.1,0,5.4,1
2020-01-26,Alberta,48,12,,1.6,0,0,2.7,1
2020-01-26,Saskatchewan,47,0,,0,0,0,0,1
2020-01-26,Manitoba,46,0,,0,0,0,0,1
2020-01-26,Ontario,35,0,,0,0,0,0,1
2020-01-26,Quebec,24,2,,0.3,0,0,0.2,1
2020-01-26,Newfoundland and Labrador,10,0,,0,0,0,0,1
2020-01-26,New Brunswick,13,0,,0,0,0,0,1
2020-01-26,Nova Scotia,12,0,,0,0,0,0,1
2020-01-26,Prince Edward Island,11,0,,0,0,0,0,1
2020-01-26,Yukon,60,0,,0,0,0,0,1
2020-01-26,Northwest Territories,61,1,,0.1,0.3,0,22,1
2020-01-26,Nunavut,62,0,,0,0,0,0,1
2020-01-26,Canada,1,119,,6,0,0,3.1,
2020-01-27,British Columbia,59,38,,5.4,0.1,0,7.3,1
2020-01-27,Alberta,48,15,,1.9,0,0,3.4,1
2020-01-27,Saskatchewan,47,0,,0,0,0,0,1
2020-01-27,Manitoba,46,0,,0,0,0,0,1
2020-01-27,Ontario,35,0,,0,0,0,0,1
2020-01-27,Quebec,24,3,,0.4,0,0,0.3,1
2020-01-27,Newfoundland and Labrador,10,0,,0,0,0,0,1
2020-01-27,New Brunswick,13,0,,0,0,0,0,1
2020-01-27,Nova Scotia,12,1,,0.1,0,0,1,1
2020-01-27,Prince Edward Island,11,0,,0,0,0,0,1
2020-01-27,Yukon,60,0,,0,0,0,0,1
2020-01-27,Northwest Territories,61,1,,0.1,0.3,0,22,1
2020-01-27,Nunavut,62,0,,0,0,0,0,1
2020-01-27,Canada,1,134,,8,0,0,3.5,
2020-01-28,British Columbia,59,41,,5.9,0.1,0,7.9,1
2020-01-28,Alberta,48,16,,1.9,0,0,3.6,1
2020-01-28,Saskatchewan,47,0,,0,0,0,0,1
2020-01-28,Manitoba,46,0,,0,0,0,0,1
2020-01-28,Ontario,35,0,,0,0,0,0,1
2020-01-28,Quebec,24,3,,0.4,0,0,0.3,1
2020-01-28,Newfoundland and Labrador,10,0,,0,0,0,0,1
2020-01-28,New Brunswick,13,0,,0,0,0,0,1
2020-01-28,Nova Scotia,12,1,,0.1,0,0,1,1
2020-01-28,Prince Edward Island,11,0,,0,0,0,0,1
2020-01-28,Yukon,60,0,,0,0,0,0,1
2020-01-28,Northwest Territories,61,1,,0.1,0.3,0,22,1
2020-01-28,Nunavut,62,0,,0,0,0,0,1
2020-01-28,Canada,1,138,,8.4,0,0,3.6,
2020-01-29,British Columbia,59,67,,9.6,0.2,1.49,12.8,1
2020-01-29,Alberta,48,16,,1.9,0,0,3.6,1
2020-01-29,Saskatchewan,47,0,,0,0,0,0,1
2020-01-29,Manitoba,46,0,,0,0,0,0,1
2020-01-29,Ontario,35,0,,0,0,0,0,1
2020-01-29,Quebec,24,3,,0.4,0,0,0.3,1
2020-01-29,Newfoundland and Labrador,10,0,,0,0,0,0,1
2020-01-29,New Brunswick,13,0,,0,0,0,0,1
2020-01-29,Nova Scotia,12,1,,0.1,0,0,1,1
2020-01-29,Prince Edward Island,11,0,,0,0,0,0,1
2020-01-29,Yukon,60,0,,0,0,0,0,1
2020-01-29,Northwest Territories,61,1,,0.1,0.3,0,22,1
2020-01-29,Nunavut,62,0,,0,0,0,0,1
2020-01-29,Canada,1,164,,12.1,0,1.18,4.3,
2020-01-30,British Columbia,59,100,,14,0.3,1.02,19.2,1
2020-01-30,Alberta,48,20,,2,0,0,4.5,1
2020-01-30,Saskatchewan,47,0,,0,0,0,0,1
2020-01-30,Manitoba,46,0,,0,0,0,0,1
2020-01-30,Ontario,35,0,,0,0,0,0,1
2020-01-30,Quebec,24,8,,0.9,0,0,0.9,1
2020-01-30,Newfoundland and Labrador,10,0,,0,0,0,0,1
2020-01-30,New Brunswick,13,0,,0,0,0,0,1
2020-01-30,Nova Scotia,12,1,,0.1,0,0,1,1
2020-01-30,Prince Edward Island,11,0,,0,0,0,0,1
2020-01-30,Yukon,60,0,,0,0,0,0,1
2020-01-30,Northwest Territories,61,1,,0.1,0.3,0,22,1
2020-01-30,Nunavut,62,0,,0,0,0,0,1
2020-01-30,Canada,1,206,,17.1,0,0.83,5.4,
2020-01-31,British Columbia,59,123,,17.3,0.3,0.83,23.6,1
2020-01-31,Alberta,48,23,,1.9,0,0,5.2,1
2020-01-31,Saskatchewan,47,0,,0,0,0,0,1
2020-01-31,Manitoba,46,0,,0,0,0,0,1
2020-01-31,Ontario,35,0,,0,0,0,0,1
2020-01-31,Quebec,24,12,,1.4,0,0,1.4,1
2020-01-31,Newfoundland and Labrador,10,0,,0,0,0,0,1
2020-01-31,New Brunswick,13,0,,0,0,0,0,1
2020-01-31,Nova Scotia,12,1,,0.1,0,0,1,1
2020-01-31,Prince Edward Island,11,0,,0,0,0,0,1
2020-01-31,Yukon,60,0,,0,0,0,0,1
2020-01-31,Northwest Territories,61,1,,0.1,0.3,0,22,1
2020-01-31,Nunavut,62,0,,0,0,0,0,1
2020-01-31,Canada,1,236,,20.9,0.1,0.68,6.2,
2020-02-01,British Columbia,59,147,139,19.9,0.4,0.72,28.2,1
2020-02-01,Alberta,48,26,15,2.1,0,0,5.9,1
2020-02-01,Saskatchewan,47,0,0,0,0,0,0,1
2020-02-01,Manitoba,46,0,0,0,0,0,0,1
2020-02-01,Ontario,35,0,0,0,0,0,0,1
2020-02-01,Quebec,24,12,10,1.4,0,0,1.4,1
2020-02-01,Newfoundland and Labrador,10,0,0,0,0,0,0,1
2020-02-01,New Brunswick,13,0,0,0,0,0,0,1
2020-02-01,Nova Scotia,12,1,1,0.1,0,0,1,1
2020-02-01,Prince Edward Island,11,0,0,0,0,0,0,1
2020-02-01,Yukon,60,0,0,0,0,0,0,1
2020-02-01,Northwest Territories,61,1,0,0,0,0,22,1
2020-02-01,Nunavut,62,0,0,0,0,0,0,1
2020-02-01,Canada,1,263,165,23.6,0.1,0.61,6.9,
2020-02-02,British Columbia,59,163,,19.3,0.4,1.48,31.3,1
2020-02-02,Alberta,48,26,,2,0,0,5.9,1
2020-02-02,Saskatchewan,47,0,,0,0,0,0,1
2020-02-02,Manitoba,46,0,,0,0,0,0,1
2020-02-02,Ontario,35,0,,0,0,0,0,1
2020-02-02,Quebec,24,12,,1.4,0,0,1.4,1
2020-02-02,Newfoundland and Labrador,10,0,,0,0,0,0,1
2020-02-02,New Brunswick,13,0,,0,0,0,0,1
2020-02-02,Nova Scotia,12,1,,0.1,0,0,1,1
2020-02-02,Prince Edward Island,11,0,,0,0,0,0,1
2020-02-02,Yukon,60,0,,0,0,0,0,1
2020-02-02,Northwest Territories,61,2,,0.1,0.3,0,44,1
2020-02-02,Nunavut,62,0,,0,0,0,0,1
2020-02-02,Canada,1,280,,23,0.1,1.24,7.3,
2020-02-03,British Columbia,59,219,,25.9,0.5,1.1,42,1
2020-02-03,Alberta,48,27,,1.7,0,0,6.1,1
2020-02-03,Saskatchewan,47,0,,0,0,0,0,1
2020-02-03,Manitoba,46,0,,0,0,0,0,1
2020-02-03,Ontario,35,0,,0,0,0,0,1
2020-02-03,Quebec,24,13,,1.4,0,0,1.5,1
2020-02-03,Newfoundland and Labrador,10,0,,0,0,0,0,1
2020-02-03,New Brunswick,13,0,,0,0,0,0,1
2020-02-03,Nova Scotia,12,1,,0,0,0,1,1
2020-02-03,Prince Edward Island,11,0,,0,0,0,0,1
2020-02-03,Yukon,60,0,,0,0,0,0,1
2020-02-03,Northwest Territories,61,2,,0.1,0.3,0,44,1
2020-02-03,Nunavut,62,0,,0,0,0,0,1
2020-02-03,Canada,1,338,,29.1,0.1,0.98,8.8,
2020-02-04,British Columbia,59,269,,32.6,0.6,3.51,51.6,1
2020-02-04,Alberta,48,27,,1.6,0,0,6.1,1
2020-02-04,Saskatchewan,47,0,,0,0,0,0,1
2020-02-04,Manitoba,46,0,,0,0,0,0,1
